id,wavelet_coif1_lh_level_3_invar_stat_p10,log_s_2.0_ih_skew_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_rlm_lrhge_2d_s_mrg_fbn_n32,log_s_1.0_cm_info_corr2_d1_2d_s_mrg_fbn_n32,log_s_2.0_cm_corr_d1_2d_s_mrg_fbn_n32,log_s_4.0_ih_skew_fbn_n32,log_s_1.0_cm_corr_d1_2d_s_mrg_fbn_n32,wavelet_coif1_lh_level_2_invar_cm_info_corr2_d1_2d_s_mrg_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_rlm_rl_entr_2d_s_mrg_fbn_n32,gabor_s_4.0_g_1.0_l_8.0_2D_stat_iqr,gabor_s_2.0_g_1.0_l_8.0_2D_ngl_dcnu_d1_a0.0_2d_fbn_n32,cm_diff_var_d16_2d_avg_fbn_n32,log_s_4.0_stat_skew
06855_02,0.3384271105181696,0.0287630671295505,333.48495391126573,0.680021439286335,0.916373283759432,-0.0714847728422353,0.614224718352669,0.7206484682666973,5.709698198778374,3.803641732734256,6780.542652970076,9.37938221973514,-0.072647397023657
06857_01,0.6026131548919988,-0.2960733543684452,635.7189842264236,0.8526377383198134,0.9210848122162784,-0.0549150218796023,0.7713409638841467,0.8552845524477205,5.640294321987734,6.45911063053088,6971.937107672624,14.315435722866267,-0.0548997886819526
06857_02,0.3995408650678176,-0.2045456542648943,629.7214542454776,0.8186878306156361,0.9210732321336046,0.0517375470062743,0.7330529056885952,0.834071632135461,5.81826271116392,6.594346540480536,7307.357660705655,11.43040284134264,0.0534636127717801
06857_03,0.407751315765669,-0.2435334754602945,557.4983903541221,0.8326212381260113,0.9239037831617046,-0.0472297157377543,0.7462082578965815,0.8557358699050065,5.735734998609761,5.026286306238383,6533.852058929824,13.609684638975134,-0.0477129305238145
06859_01,0.3652811523352546,0.1490168694427396,380.2491453912722,0.5895117500368566,0.9065008779115644,-0.0737107572148229,0.5257423841558815,0.6618240019109473,5.97974864985476,4.576189657483969,6458.827158448444,9.777804243904352,-0.0735651583827512
06859_02,0.3010390777056717,0.2195862014640978,333.6901142959727,0.7503227709237146,0.9176411982987768,-0.1223209599838478,0.703142169301068,0.7861198842019144,5.981892350345409,4.127411683996192,5297.8623508173705,12.478230171380188,-0.1203263588119026
06859_03,0.2926810277670497,-0.3745563100693072,290.77025045288553,0.7339759143869254,0.9154932015399152,-0.6275944469680428,0.68067601969552,0.7686994418120584,6.014069835793921,3.8640456924566777,6084.413636460577,9.685055552377577,-0.6321649248683388
06861_01,0.3992195114606807,-0.3010186723944256,522.7728494489353,0.8137460784865177,0.9199096099333244,-0.0408675243067677,0.7263957544494253,0.8209547676463566,5.68299200313044,5.389131005581068,6312.661509144763,9.859387062429048,-0.0414095306895137
06861_02,0.3586268452954496,-0.1724884065776822,665.5439964814543,0.8157125248709223,0.9252299570635312,-0.0847971841751466,0.7316236262126886,0.850819436527878,5.870741528199051,5.735748945103572,6052.190722743284,9.644523328348091,-0.0848921409823811
06861_03,0.397196556605992,-0.2406705910199661,591.4580661186885,0.7999982914343787,0.9230035864055512,-0.0768708986159131,0.7122749480704372,0.8287988701384058,5.809813179843268,6.070727339156672,6167.23756656738,11.203617449695574,-0.0768577132795648
06865_01,0.2556478131362524,-0.1672711780012841,474.8730544960323,0.6849262938229315,0.9082606231797252,0.1260325626305013,0.6004277353022651,0.7258287054889208,5.802847892963428,5.561355675569805,7218.674960988571,8.669808151957126,0.1277623762547924
06865_02,0.1696075017782159,-0.1925996821010413,519.6939764926361,0.793670912364396,0.9172005042566856,-0.1873801652598275,0.7083203058939278,0.8232149352330799,5.843936126515641,3.752908556573282,6456.0675794498175,6.36483973539227,-0.1895392898287126
06865_03,0.2364383523246768,-0.1460444408206799,438.87925828947016,0.7892349918423539,0.9233505420252188,-0.09182972368778,0.7091410106032384,0.8312636112888584,5.753694142330854,5.628195510814949,6751.528657758819,11.901115159329844,-0.090622396856849
06867_01,0.2358226970047934,-0.0406415323767078,397.5362080898804,0.77190796777458,0.917751868205836,0.0474264284486945,0.696393119739916,0.7992595387944947,5.813424210738552,4.228813078285106,6319.678288774691,8.577663040320171,0.0484901904925198
